DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108522,PA2863,CDS,3215423,3216289,+,lipH,lif,lipase modulator protein,Class 1,,NP_251553.1 ; WP_003119861.1,867,289,32.4,4.86,Cytoplasmic Membrane [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108524,PA2864,CDS,3216456,3216890,-,,,conserved hypothetical protein,Class 4,,NP_251554.1 ; WP_003090958.1,435,145,14.9,9,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108526,PA2865,CDS,3216989,3218419,-,,,probable glycosylase,Class 3,,NP_251555.1 ; WP_003114749.1,1431,477,53.3,10.98,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108528,PA2866,CDS,3218666,3219469,+,mttC,,secretion protein MttC,Class 2,,NP_251556.1 ; WP_003114747.1,804,268,29.5,6.13,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108530,PA2867,CDS,3219608,3221080,+,,,probable chemotaxis transducer,Class 3,,NP_251557.1 ; WP_003110283.1,1473,491,51.5,4.67,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108532,PA2868,CDS,3221206,3221565,+,,,hypothetical protein,Class 4,,NP_251558.1 ; WP_003101677.1,360,120,13.3,11.37,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108534,PA2869,CDS,3221652,3222140,+,,,hypothetical protein,Class 4,,NP_251559.1 ; WP_004344566.1,489,163,18.2,8.65,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108536,PA2870,CDS,3222150,3223727,+,,,diguanylate cyclase,Class 1,diguanylate cyclase,NP_251560.1 ; WP_003114745.1,1578,526,58.3,6.83,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108538,PA2871,CDS,3223736,3224533,-,,,hypothetical protein,Class 4,,NP_251561.1 ; WP_003090970.1,798,266,28.7,5.38,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108540,PA2872,CDS,3224614,3225384,-,,,hypothetical protein,Class 4,,NP_251562.1 ; WP_003114744.1,771,257,28.8,9.92,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108542,PA2873,CDS,3225381,3227387,-,tgpA,,"transglutaminase protein A, TgpA",Class 1,"transglutaminase protein A, TgpA",NP_251563.1 ; WP_003114743.1,2007,669,74.8,10.11,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108544,PA2874,CDS,3227384,3228337,-,,,hypothetical protein,Class 4,,NP_251564.1 ; WP_003114742.1,954,318,35.3,10.9,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108546,PA2875,CDS,3228337,3229254,-,,,conserved hypothetical protein,Class 4,,NP_251565.1 ; WP_003114741.1,918,306,32.9,5.67,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108548,PA2876,CDS,3229484,3230182,-,pyrF,,orotidine 5'-phosphate decarboxylase,Class 1,,NP_251566.1 ; WP_003090975.1,699,233,24.4,5.33,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108550,PA2877,CDS,3230279,3231172,-,,,probable transcriptional regulator,Class 1,,NP_251567.1 ; WP_003101696.1,894,298,33.7,7.31,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108552,PA2878,CDS,3231218,3231859,+,,,hypothetical protein,Class 4,,NP_251568.1 ; WP_010895640.1,642,214,24.1,8.51,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108554,PA2879,CDS,3231882,3232772,-,,hpkR,probable transcriptional regulator,Class 3,,NP_251569.1 ; WP_003090978.1,891,297,32.4,4.98,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108556,PA2880,CDS,3232819,3233334,+,,,hypothetical protein,Class 4,,NP_251570.1 ; WP_003119853.1,516,172,19.2,7.73,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108558,PA2881,CDS,3233343,3234254,-,,,probable two-component response regulator,Class 3,,NP_251571.1 ; WP_003090981.1,912,304,34.1,7.63,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108560,PA2882,CDS,3234256,3235371,-,,,probable two-component sensor,Class 3,,NP_251572.1 ; WP_003124441.1,1116,372,40.8,5.91,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108562,PA2883,CDS,3235794,3235961,+,,,hypothetical protein,Class 4,,NP_251573.1 ; WP_003090984.1,168,56,6.3,7.54,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108564,PA2884,CDS,3236194,3236958,+,,,hypothetical protein,Class 4,,NP_251574.1 ; WP_003090986.1,765,255,28.6,9.68,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108566,PA2885,CDS,3236959,3237555,-,atuR,,putative repressor of atu genes,Class 1,putative repressor of atu genes,NP_251575.1 ; WP_003090989.1,597,199,22.1,4.92,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108568,PA2886,CDS,3237836,3239638,+,atuA,,expressed protein with apparent function in citronellol catabolism,Class 3,expressed protein with apparent function in citronellol catabolism,NP_251576.1 ; WP_003114739.1,1803,601,64.4,5.05,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108570,PA2887,CDS,3239711,3240589,+,atuB,,putative dehydrogenase involved in catabolism of citronellol,Class 3,putative dehydrogenase involved in catabolism of citronellol,NP_251577.1 ; WP_003090991.1,879,293,30.8,7.32,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108572,PA2888,CDS,3240591,3242207,+,atuC,,"geranyl-CoA carboxylase, beta-subunit",Class 1,"geranyl-coenzymeA-carboxylase subunit, AtuC ; geranyl-CoA carboxylase, beta-subunit",NP_251578.1 ; WP_003114738.1,1617,539,57.3,6.53,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108574,PA2889,CDS,3242324,3243484,+,atuD,,"citronellyl-CoA dehydrogenase, AtuD",Class 1,"putative citronellyl-CoA dehydrogenase involved in catabolism of citronellol ; citronellyl-CoA dehydrogenase, AtuD",NP_251579.1 ; WP_003101733.1,1161,387,42.7,6.27,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108576,PA2890,CDS,3243505,3244299,+,atuE,,putative isohexenylglutaconyl-CoA hydratase,Class 3,gamma-carboxygeranyl-CoA hydratase ; putative isohexenylglutaconyl-CoA hydratase,NP_251580.1 ; WP_003114737.1,795,265,27.7,5.18,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108578,PA2891,CDS,3244345,3246330,+,atuF,,"geranyl-CoA carboxylase, alpha-subunit (biotin-containing)",Class 1,"gamma-carboxygeranyl-CoA hydratase ; geranyl-CoA carboxylase, alpha-subunit (biotin-containing)",NP_251581.1 ; WP_003114736.1,1986,662,71.7,6.13,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108580,PA2892,CDS,3246382,3247206,+,atuG,,"GCase, alpha-subunit (biotin-containing)",Class 3,putative short chain dehydrogenase involved in catabolism of citronellol ; putative short chain dehydrogenase involved in catabolism of citronellol,NP_251582.1 ; WP_003101741.1,825,275,29.6,7.17,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108582,PA2893,CDS,3247369,3249195,+,atuH,,putative very-long chain acyl-CoA synthetase,Class 4, putative short chain dehydrogenase involved in catabolism of citronellol ; putative very-long chain acyl-CoA synthetase,NP_251583.1 ; WP_003090998.1,1827,609,67.6,8.13,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108584,PA2894,CDS,3249209,3249631,-,,,hypothetical protein,Class 4,,NP_251584.1 ; WP_003091000.1,423,141,15.3,10.55,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108586,PA2895,CDS,3249977,3250741,-,sbrR,,SbrR,Class 1,SbrR ; hypothetical protein,NP_251585.1 ; WP_003114735.1,765,255,26.9,10.38,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108588,PA2896,CDS,3250738,3251322,-,sbrI,,SbrI,Class 1,"SbrI ; probable sigma-70 factor, ECF subfamily",NP_251586.1 ; WP_003119848.1,585,195,22.3,6.52,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108590,PA2897,CDS,3251651,3253090,-,,,probable transcriptional regulator,Class 3,,NP_251587.1 ; WP_003091003.1,1440,480,53.5,9.46,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108592,PA2898,CDS,3253312,3253680,-,,,hypothetical protein,Class 4,,NP_251588.1 ; WP_003114734.1,369,123,13.2,6.54,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108594,PA2899,CDS,3253766,3254404,-,atvR,,atypical virulence-related response regulator AtvR,Class 3,,NP_251589.1 ; WP_003091005.1,639,213,23.2,7.6,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108596,PA2900,CDS,3254598,3255407,-,,,probable outer membrane protein precursor,Class 3,,NP_251590.1 ; WP_003091007.1,810,270,29.9,6.56,Outer Membrane Vesicle [Class 1] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108598,PA2901,CDS,3255407,3255766,-,,,hypothetical protein,Class 4,,NP_251591.1 ; WP_003091008.1,360,120,12.9,5.26,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108600,PA2902,CDS,3255763,3256611,-,,,hypothetical protein,Class 4,,NP_251592.1 ; WP_003114733.1,849,283,30.4,4.75,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108602,PA2903,CDS,3256681,3258360,-,cobJ,cbiH,precorrin-3 methylase CobJ,Class 2,,NP_251593.1 ; WP_003147855.1,1680,560,58.9,5.94,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108604,PA2904,CDS,3258353,3259105,-,cobI,cbiL,precorrin-2 methyltransferase CobI,Class 2,,NP_251594.1 ; WP_003091011.1,753,251,27.3,6.29,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108606,PA2905,CDS,3259102,3259728,-,cobH,cbiC,precorrin isomerase CobH,Class 2,,NP_251595.1 ; WP_003107929.1,627,209,21.6,5.73,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108608,PA2906,CDS,3259725,3261185,-,,,probable oxidoreductase,Class 3,,NP_251596.1 ; WP_010895641.1,1461,487,51.7,8.04,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108610,PA2907,CDS,3261522,3262769,+,cobL,cbiT ; cbiE,precorrin-6y-dependent methyltransferase CobL,Class 2,,NP_251597.1 ; WP_003114023.1,1248,416,44.1,8.02,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108612,PA2908,CDS,3262762,3263862,+,cbiD,,cobalamin biosynthetic protein CbiD,Class 2,,NP_251598.1 ; WP_003114022.1,1101,367,38.1,7.58,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108614,PA2909,CDS,3263859,3264587,+,,cbiJ,hypothetical protein,Class 4,,NP_251599.1 ; WP_003114021.1,729,243,26.1,7.99,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108616,PA2910,CDS,3264642,3265211,-,,yebN,conserved hypothetical protein,Class 4,,NP_251600.1 ; WP_003091017.1,570,190,19.7,6.22,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108618,PA2911,CDS,3265848,3268004,+,,,probable TonB-dependent receptor,Class 3,,NP_251601.1 ; WP_003114020.1,2157,719,80.3,6.69,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108620,PA2912,CDS,3268057,3268830,+,,,probable ATP-binding component of ABC transporter,Class 3,,NP_251602.1 ; WP_003101422.1,774,258,28.4,7.77,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108622,PA2913,CDS,3268827,3269798,+,,,hypothetical protein,Class 4,,NP_251603.1 ; WP_003101423.1,972,324,35.4,5.75,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108624,PA2914,CDS,3269795,3270826,+,,,probable permease of ABC transporter,Class 3,,NP_251604.1 ; WP_003114019.1,1032,344,35.5,11.48,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108626,PA2915,CDS,3270827,3271693,-,,,hypothetical protein,Class 4,,NP_251605.1 ; WP_003101427.1,867,289,32,6.03,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108628,PA2916,CDS,3271813,3272406,-,,,hypothetical protein,Class 4,,NP_251606.1 ; WP_003114018.1,594,198,20.5,11.94,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108630,PA2917,CDS,3272457,3273293,-,,,probable transcriptional regulator,Class 3,,NP_251607.1 ; WP_003091026.1,837,279,31.8,8.46,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108632,PA2918,CDS,3273504,3274277,+,,,probable short-chain dehydrogenase,Class 3,,NP_251608.1 ; WP_003114017.1,774,258,26.7,7.16,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108634,PA2919,CDS,3274328,3274585,+,,,hypothetical protein,Class 4,,NP_251609.1 ; WP_003101434.1,258,86,9,7.7,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108636,PA2920,CDS,3274597,3276234,-,,,probable chemotaxis transducer,Class 3,,NP_251610.1 ; WP_003114016.1,1638,546,58.3,4.82,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108638,PA2921,CDS,3276319,3277308,-,,,probable transcriptional regulator,Class 3,,NP_251611.1 ; WP_010895642.1,990,330,36.5,8.32,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108640,PA2922,CDS,3277409,3278578,+,,,probable hydrolase,Class 3,,NP_251612.1 ; WP_003114014.1,1170,390,41.5,5.78,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108642,PA2923,CDS,3278638,3279423,+,hisJ,,periplasmic histidine-binding protein HisJ,Class 2,,NP_251613.1 ; WP_003114013.1,786,262,28.2,8.15,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108644,PA2924,CDS,3279479,3280168,+,hisQ,,histidine transport system permease HisQ,Class 2,,NP_251614.1 ; WP_003091034.1,690,230,24.5,10.49,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108646,PA2925,CDS,3280165,3280878,+,hisM,,histidine transport system permease HisM,Class 2,,NP_251615.1 ; WP_003091035.1,714,238,26.7,9.2,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108648,PA2926,CDS,3280899,3281666,+,hisP,,histidine transport protein HisP,Class 2,,NP_251616.1 ; WP_003114012.1,768,256,28.5,8.03,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108650,PA2927,CDS,3281988,3283319,+,,,hypothetical protein,Class 4,,NP_251617.1 ; WP_003114010.1,1332,444,49.5,6.61,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108652,PA2928,CDS,3283375,3284598,-,,,hypothetical protein,Class 4,,NP_251618.1 ; WP_003114009.1,1224,408,45.9,7.95,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108654,PA2929,CDS,3285007,3285621,-,,,hypothetical protein,Class 4,,NP_251619.1 ; WP_003114008.1,615,205,21.5,10.51,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108656,PA2930,CDS,3285687,3286613,+,,,probable transcriptional regulator,Class 3,,NP_251620.1 ; WP_003114007.1,927,309,33.7,7.97,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108658,PA2931,CDS,3286624,3287214,-,cifR,,CifR,Class 1,CifR,NP_251621.1 ; WP_003119828.1,591,197,21.7,5.89,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108660,PA2932,CDS,3287340,3288449,+,morB,,morphinone reductase,Class 2,,NP_251622.1 ; WP_003114006.1,1110,370,39.6,5.67,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108662,PA2933,CDS,3288515,3289693,+,,,probable major facilitator superfamily (MFS) transporter,Class 3,probable MFS transporter,NP_251623.1 ; WP_003114005.1,1179,393,40,10.96,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108664,PA2934,CDS,3289715,3290674,+,cif,,"CFTR inhibitory factor, Cif",Class 1,"CFTR inhibitory factor, Cif",NP_251624.1 ; WP_003114004.1,960,320,35.8,6.51,Extracellular [Class 1] ; Extracellular [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108666,PA2935,CDS,3290694,3291173,-,,,hypothetical protein,Class 4,,NP_251625.1 ; WP_010895643.1,480,160,18.2,9.36,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108668,PA2936,CDS,3291283,3291864,+,,,hypothetical protein,Class 4,,NP_251626.1 ; WP_003114003.1,582,194,21.9,10.99,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108670,PA2937,CDS,3291960,3292268,+,,,hypothetical protein,Class 4,,NP_251627.1 ; WP_003119823.1,309,103,11,7.21,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108672,PA2938,CDS,3292324,3293781,-,,,probable transporter,Class 3,,NP_251628.1 ; WP_003101463.1,1458,486,50,6.96,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108674,PA2939,CDS,3294282,3295892,+,,pepB,probable aminopeptidase,Class 3,pepB,NP_251629.1 ; WP_003101464.1,1611,537,57.5,4.77,Extracellular [Class 1] ; Extracellular [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108676,PA2940,CDS,3295979,3297118,-,,,probable acyl-CoA thiolase,Class 3,,NP_251630.1 ; WP_003114002.1,1140,380,39.2,5.45,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108678,PA2941,CDS,3297240,3297884,-,,,hypothetical protein,Class 4,,NP_251631.1 ; WP_003119819.1,645,215,23.7,11.65,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108680,PA2942,CDS,3297905,3298921,-,,,probable magnesium chelatase,Class 3,,NP_251632.1 ; WP_003114001.1,1017,339,36.5,5.71,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD191113,PA2942.1,ncRNA,3299022,3299269,+,P15,,P15,Class 1,,,248,,,,
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108682,PA2943,CDS,3299492,3300586,+,,,phospho-2-dehydro-3-deoxyheptonate aldolase,Class 2,3-deoxy-d-arabinoheptulosonate-7-phosphate synthase,NP_251633.1 ; WP_003114000.1,1095,365,38.7,6.23,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108684,PA2944,CDS,3300615,3304361,-,cobN,,cobalamin biosynthetic protein CobN,Class 2,,NP_251634.1 ; WP_003113999.1,3747,1249,138.5,5.24,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108686,PA2945,CDS,3304437,3305564,-,,cobW,conserved hypothetical protein,Class 4,cobalamin biosynthetic protein CobW,NP_251635.1 ; WP_010895644.1,1128,376,41.2,4.89,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108688,PA2946,CDS,3305919,3307013,+,,,hypothetical protein,Class 4,,NP_251636 ; WP_003122491.1,1095,365,39.5,11.36,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108690,PA2947,CDS,3307085,3307513,+,cobE,cbiG,CobE,Class 1,CobE ; hypothetical protein,NP_251637.1 ; WP_003113997.1,429,143,15.1,6.93,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108692,PA2948,CDS,3307510,3308262,+,cobM,cbiF,precorrin-3 methylase,Class 2,,NP_251638.1 ; WP_003102926.1,753,251,27,6.58,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108694,PA2949,CDS,3308391,3309338,+,,,esterase,Class 3,esterase ; probable lipase,NP_251639.1 ; WP_003091085.1,948,316,34.8,6.52,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108696,PA2950,CDS,3309411,3310607,-,fabV,pfm,FabV,Class 1,"proton motive force protein, PFM ; enoyl-acyl-carrier protein reductase",NP_251640.1 ; WP_003102929.1,1197,399,43.5,4.76,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108698,PA2951,CDS,3310792,3311721,-,etfA,,electron transfer flavoprotein alpha-subunit,Class 2,,NP_251641.1 ; WP_003091099.1,930,310,31.4,4.75,Periplasmic [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108700,PA2952,CDS,3311721,3312470,-,etfB,,electron transfer flavoprotein beta-subunit,Class 2,,NP_251642.1 ; WP_003091107.1,750,250,26.4,9.6,Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108702,PA2953,CDS,3312791,3314446,+,,,electron transfer flavoprotein-ubiquinone oxidoreductase,Class 2,,NP_251643.1 ; WP_003102932.1,1656,552,59.9,5.6,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108704,PA2954,CDS,3314495,3315064,-,,,hypothetical protein,Class 4,,NP_251644.1 ; WP_003113996.1,570,190,21.2,4.91,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108706,PA2955,CDS,3315057,3315689,-,,,hypothetical protein,Class 4,,NP_251645.1 ; WP_003091112.1,633,211,23.7,5.12,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108708,PA2956,CDS,3315754,3316650,-,,,conserved hypothetical protein,Class 4,,NP_251646.1 ; WP_003091113.1,897,299,33.6,6.01,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108710,PA2957,CDS,3316800,3317438,-,,,probable transcriptional regulator,Class 3,,NP_251647.1 ; WP_003091114.1,639,213,25,7.24,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108712,PA2958,CDS,3317524,3318657,+,,,hypothetical protein,Class 4,,NP_251648.1 ; WP_003113995.1,1134,378,42.1,6.25,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD191115,PA2958.1,ncRNA,3318663,3318859,+,rgsA,,RgsA,Class 1,,,197,,,,
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108714,PA2959,CDS,3318883,3319659,-,,ycfH,conserved hypothetical protein,Class 4,,NP_251649.1 ; WP_003091117.1,777,259,28.1,5.32,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108716,PA2960,CDS,3319674,3320030,-,pilZ,,type 4 fimbrial biogenesis protein PilZ,Class 1,,NP_251650.1 ; WP_003091119.1,357,119,12.9,10,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108718,PA2961,CDS,3320064,3321050,-,holB,,"DNA polymerase III, delta prime subunit",Class 2,,NP_251651.1 ; WP_003104126.1,987,329,35.7,6.62,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108720,PA2962,CDS,3321043,3321675,-,tmk,,thymidylate kinase,Class 2,,NP_251652.1 ; WP_003091125.1,633,211,23.1,4.86,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108722,PA2963,CDS,3321704,3322753,-,,yceG,conserved hypothetical protein,Class 4,,NP_251653.1 ; WP_003104128.1,1050,350,39.6,8.77,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108724,PA2964,CDS,3322759,3323574,-,pabC,,4-amino-4-deoxychorismate lyase,Class 2,,NP_251654.1 ; WP_003113994.1,816,272,29.9,5.7,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108726,PA2965,CDS,3323574,3324818,-,fabF1,,beta-ketoacyl-acyl carrier protein synthase II,Class 2,FabF protein,NP_251655.1 ; WP_003104132.1,1245,415,43.5,5.81,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108728,PA2966,CDS,3324947,3325183,-,acpP,,acyl carrier protein,Class 1,,NP_251656.1 ; WP_003091135.1,237,79,8.7,3.79,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108730,PA2967,CDS,3325379,3326122,-,fabG,,3-oxoacyl-[acyl-carrier-protein] reductase,Class 1,FabG protein ; beta-ketoacyl acyl carrier protein reductase,NP_251657.1 ; WP_003091137.1,744,248,25.6,6.56,Cytoplasmic [Class 2] ; Periplasmic [Class 1] ; Cytoplasmic [Class 3]
